"asset";"id";"companies";"model";"serial_number";"purchase_date";"warranty_date";"purchase_price";"version";"lifecycle_phase";"location";"users";"created_at";"updated_at";"host_name";"product_id";"last_boot_time";"encryption_status";"has_CVE";"CVE_details";"highest_CVE_severity";"data_classification";"uuid";"verified"
1;20;7;"B450M DS3H";"84JFJF-939394-A";"2023-02-27";"2023-02-27";8744.56;1;"active";14;2;"2023-02-27 17:48:10";"2023-04-27 17:23:22";"DESKTOP-PJQ9I29";"00326-10000-00000-AA897";"27/02/2023, 15:04:17";"Fully Encrypted";1;"";"";"Public";"";1
1;21;7;"B450M DS3H";"2K-29485o-LLL";"2023-02-28";"2023-02-28";675.78;1;"active";20;2;"2023-02-28 11:28:18";"2023-04-27 17:23:22";"DESKTOP-PJQ9I29";"00326-10000-00000-AA897";"27/02/2023, 15:04:17";"Fully Encrypted";1;"";"";"Public";"";1
1;22;1;"B450M DS3H";"19549-49503-494390-MA";"2023-02-28";"2023-02-28";449.0;1;"active";21;2;"2023-02-28 14:08:05";"2023-04-27 17:23:22";"DESKTOP-PJQ9I29";"00326-10000-00000-AA897";"28/02/2023, 11";"Not Encrypted";1;"";"";"Public";"";1
1;23;11;"risus dapibus";"307034554-9";"2022-11-10";"2025-01-10";6248.0;1;"disposed";21;263;"";"2023-04-27 17:23:22";"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.";"42469";"2022-10-31";"Fully Encrypted";0;"";"";"Public";"";1
1;24;7;"sapien";"632877509-1";"2020-03-30";"2020-03-13";5695.0;1;"disposed";9;280;"";"2023-04-27 17:23:22";"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.";"30837";"2022-10-09";"Fully Encrypted";0;"";"";"Public";"";1
1;25;23;"sed";"240901566-2";"2017-10-05";"2021-03-07";7928.0;1;"retired";9;347;"";"2023-04-27 17:23:22";"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.";"79208";"2022-11-20";"Fully Encrypted";0;"";"";"Public";"";1
1;26;29;"sit";"256359498-7";"2019-11-20";"2024-06-17";4059.0;1;"retired";9;438;"";"2023-04-27 17:23:22";"metus arcu";"54932";"2022-11-25";"Fully Encrypted";0;"";"";"Public";"";1
1;27;9;"consequat in";"905567298-X";"2020-03-13";"2020-08-14";6794.0;1;"retired";17;258;"";"2023-04-27 17:23:22";"suspendisse ornare consequat";"56852";"2023-01-10";"Fully Encrypted";0;"";"";"Public";"";1
1;28;15;"amet sapien";"911869543-4";"2020-09-11";"2019-08-31";6845.0;1;"retired";18;496;"";"2023-04-27 17:23:22";"nulla";"52349";"2023-01-20";"Fully Encrypted";0;"";"";"Public";"";1
1;29;10;"pede ullamcorper";"262286657-7";"2018-12-24";"2020-09-25";8621.0;1;"active";12;338;"";"2023-04-27 17:23:22";"dictumst aliquam";"85364";"2023-02-12";"Fully Encrypted";0;"";"";"Public";"";1
1;30;13;"a";"927481636-7";"2020-01-09";"2021-10-28";3709.0;1;"disposed";9;143;"";"2023-04-27 17:23:22";"eu";"70834";"2022-10-30";"Fully Encrypted";0;"";"";"Public";"";1
1;31;19;"eget eros";"587848820-5";"2017-04-16";"2019-11-23";4997.0;1;"retired";21;178;"";"2023-04-27 17:23:22";"nec nisi";"41089";"2022-07-15";"Fully Encrypted";0;"";"";"Public";"";1
1;32;5;"posuere";"289478944-0";"2018-08-19";"2020-09-25";7171.0;1;"retired";9;59;"";"2023-04-27 17:23:22";"ultrices posuere cubilia";"57103";"2022-10-03";"Not Encrypted";0;"";"";"Public";"";1
1;33;20;"curae donec";"297345156-6";"2022-09-30";"2019-06-01";8863.0;1;"disposed";17;417;"";"2023-04-27 17:23:22";"id consequat";"4890";"2022-10-03";"Fully Encrypted";0;"";"";"Public";"";1
1;34;21;"molestie nibh";"030213984-2";"2021-05-31";"2021-01-29";7923.0;1;"active";11;239;"";"2023-04-27 17:23:22";"elit sodales";"69235";"2022-11-06";"Fully Encrypted";0;"";"";"Public";"";1
1;35;17;"duis ac";"010547711-7";"2021-03-19";"2023-06-17";656.0;1;"retired";16;279;"";"2023-04-27 17:23:22";"eleifend pede";"43101";"2022-08-11";"Fully Encrypted";0;"";"";"Public";"";1
1;36;21;"dignissim vestibulum";"242594198-3";"2017-07-14";"2025-01-16";5194.0;1;"active";9;167;"";"2023-04-27 17:23:22";"pulvinar nulla";"83003";"2022-07-12";"Fully Encrypted";0;"";"";"Public";"";1
1;37;3;"libero non";"757144270-2";"2019-12-11";"2021-05-07";4982.0;1;"active";9;413;"";"2023-04-27 17:23:22";"quisque ut";"41386";"2022-09-11";"Fully Encrypted";0;"";"";"Public";"";1
1;38;17;"dictumst maecenas";"882979685-9";"2020-10-03";"2023-04-07";7369.0;1;"active";18;402;"";"2023-04-27 17:23:22";"justo in hac";"40149";"2022-11-07";"Fully Encrypted";0;"";"";"Public";"";1
1;40;26;"curabitur gravida";"482670585-9";"2022-09-12";"2019-11-23";3523.0;1;"disposed";20;310;"";"2023-04-27 17:23:22";"donec odio";"14762";"2022-07-18";"Fully Encrypted";0;"";"";"Public";"";1
1;41;2;"sed tincidunt";"988968038-6";"2018-05-07";"2024-05-08";6772.0;1;"disposed";6;344;"";"2023-04-27 17:23:22";"lacinia";"63767";"2023-01-04";"Fully Encrypted";0;"";"";"Public";"";1
1;42;29;"etiam faucibus";"665746407-X";"2021-05-25";"2022-10-22";1138.0;1;"active";5;175;"";"2023-04-27 17:23:22";"ipsum";"74094";"2022-09-16";"Not Encrypted";0;"";"";"Public";"";1
1;43;22;"id sapien";"697690175-2";"2021-04-10";"2024-08-19";3734.0;1;"disposed";16;206;"";"2023-04-27 17:23:22";"at vulputate vitae";"1378";"2022-06-08";"Fully Encrypted";0;"";"";"Public";"";1
1;44;36;"vestibulum";"638078249-4";"2020-12-19";"2018-12-31";514.0;1;"retired";9;94;"";"2023-04-27 17:23:22";"pellentesque";"2029";"2022-12-25";"Not Encrypted";0;"";"";"Public";"";1
1;45;31;"ut massa";"397829232-7";"2022-05-15";"2024-12-20";2409.0;1;"disposed";14;384;"";"2023-04-27 17:23:22";"vitae";"80619";"2022-11-29";"Not Encrypted";0;"";"";"Public";"";1
1;46;19;"sit";"072037292-5";"2016-10-27";"2021-11-01";4960.0;1;"retired";17;150;"";"2023-04-27 17:23:22";"non mauris";"48481";"2022-04-30";"Fully Encrypted";0;"";"";"Public";"";1
1;47;27;"ultrices phasellus";"752549250-6";"2017-10-25";"2022-07-09";7495.0;1;"retired";7;97;"";"2023-04-27 17:23:22";"rutrum";"87848";"2022-06-14";"Fully Encrypted";0;"";"";"Public";"";1
1;48;18;"congue eget";"912580720-X";"2019-07-12";"2023-08-24";6792.0;1;"active";14;29;"";"2023-04-27 17:23:22";"morbi";"69030";"2022-12-14";"Fully Encrypted";0;"";"";"Public";"";1
1;49;5;"erat";"637178431-5";"2023-02-03";"2025-01-27";7886.0;1;"retired";10;433;"";"2023-04-27 17:23:22";"ligula in";"39455";"2023-01-21";"Not Encrypted";0;"";"";"Public";"";1
1;50;31;"potenti";"681874633-0";"2018-02-10";"2023-12-22";2288.0;1;"disposed";6;461;"";"2023-04-27 17:23:22";"duis";"85864";"2022-12-28";"Not Encrypted";0;"";"";"Public";"";1
1;51;24;"in";"248926168-1";"2021-04-25";"2020-12-11";2963.0;1;"retired";11;201;"";"2023-04-27 17:23:22";"massa volutpat convallis";"97165";"2022-06-23";"Fully Encrypted";0;"";"";"Public";"";1
1;52;37;"amet nunc";"237685606-X";"2020-04-26";"2024-04-01";1463.0;1;"retired";8;211;"";"2023-04-27 17:23:22";"commodo vulputate";"87551";"2022-04-20";"Fully Encrypted";0;"";"";"Public";"";1
1;53;8;"id";"022189812-3";"2019-06-30";"2019-12-31";6805.0;1;"active";8;487;"";"2023-04-27 17:23:22";"etiam justo etiam";"75106";"2022-09-16";"Fully Encrypted";0;"";"";"Public";"";1
1;54;31;"magnis dis";"599282646-7";"2017-08-31";"2018-10-22";1461.0;1;"retired";21;412;"";"2023-04-27 17:23:22";"ac leo pellentesque";"67845";"2023-04-07";"Not Encrypted";0;"";"";"Public";"";1
1;55;35;"quisque";"981626922-8";"2020-09-26";"2023-06-10";2221.0;1;"disposed";8;402;"";"2023-04-27 17:23:22";"placerat praesent blandit";"64789";"2022-11-05";"Fully Encrypted";0;"";"";"Public";"";1
1;56;21;"et eros";"377914844-7";"2018-04-22";"2023-02-17";6848.0;1;"retired";7;361;"";"2023-04-27 17:23:22";"euismod scelerisque quam";"31818";"2022-10-17";"Fully Encrypted";0;"";"";"Public";"";1
1;57;15;"aliquet ultrices";"986807645-5";"2018-05-08";"2023-02-02";6016.0;1;"active";5;110;"";"2023-04-27 17:23:22";"cras pellentesque volutpat";"22404";"2022-11-08";"Fully Encrypted";0;"";"";"Public";"";1
1;58;17;"diam id";"244077211-9";"2022-07-22";"2021-09-20";2067.0;1;"disposed";11;188;"";"2023-04-27 17:23:22";"at velit";"94139";"2022-09-12";"Fully Encrypted";0;"";"";"Public";"";1
1;59;8;"elementum";"668528747-0";"2019-10-10";"2021-04-12";8333.0;1;"disposed";9;457;"";"2023-04-27 17:23:22";"in hac habitasse";"64261";"2022-09-15";"Fully Encrypted";0;"";"";"Public";"";1
1;60;3;"nunc purus";"012986570-2";"2018-06-16";"2023-04-12";2831.0;1;"active";5;488;"";"2023-04-27 17:23:22";"quis lectus suspendisse";"88096";"2022-10-07";"Not Encrypted";0;"";"";"Public";"";1
1;61;10;"adipiscing lorem";"872413279-9";"2020-05-09";"2023-06-25";1231.0;1;"disposed";7;322;"";"2023-04-27 17:23:22";"id nisl";"93570";"2023-03-26";"Fully Encrypted";0;"";"";"Public";"";1
1;62;25;"pede justo";"679113492-5";"2020-09-24";"2021-08-26";6531.0;1;"active";11;254;"";"2023-04-27 17:23:22";"at";"96263";"2023-01-29";"Fully Encrypted";0;"";"";"Public";"";1
1;63;17;"pharetra magna";"153959770-9";"2022-06-07";"2018-11-13";3127.0;1;"disposed";7;417;"";"2023-04-27 17:23:22";"accumsan tellus";"89151";"2022-04-20";"Fully Encrypted";0;"";"";"Public";"";1
1;64;1;"parturient montes";"986679566-7";"2023-02-16";"2023-10-21";1506.0;1;"disposed";17;393;"";"2023-04-27 17:23:22";"neque vestibulum eget";"64064";"2022-10-09";"Fully Encrypted";0;"";"";"Public";"";1
1;65;7;"venenatis";"856351919-0";"2017-07-28";"2023-09-21";9652.0;1;"retired";7;50;"";"2023-04-27 17:23:22";"integer";"28475";"2022-11-17";"Fully Encrypted";0;"";"";"Public";"";1
1;66;25;"ligula sit";"378322989-8";"2020-03-02";"2021-11-11";4877.0;1;"retired";7;390;"";"2023-04-27 17:23:22";"etiam faucibus";"21919";"2023-02-14";"Not Encrypted";0;"";"";"Public";"";1
1;67;26;"leo";"269288306-3";"2020-10-07";"2020-12-10";5507.0;1;"active";8;17;"";"2023-04-27 17:23:22";"libero";"44218";"2022-04-22";"Not Encrypted";0;"";"";"Public";"";1
1;68;10;"quisque porta";"965554409-5";"2018-07-22";"2023-10-22";5404.0;1;"active";16;235;"";"2023-04-27 17:23:22";"nulla facilisi";"66824";"2023-01-25";"Fully Encrypted";0;"";"";"Public";"";1
1;69;19;"hac habitasse";"106339212-8";"2023-04-05";"2020-04-25";5435.0;1;"disposed";10;438;"";"2023-04-27 17:23:22";"erat fermentum";"48741";"2022-06-07";"Fully Encrypted";0;"";"";"Public";"";1
1;70;26;"posuere nonummy";"656772193-6";"2019-05-18";"2018-10-12";1869.0;1;"active";20;416;"";"2023-04-27 17:23:22";"nisi at nibh";"78862";"2022-07-10";"Not Encrypted";0;"";"";"Public";"";1
1;71;18;"porttitor lorem";"464663142-3";"2017-02-19";"2023-04-22";6074.0;1;"retired";5;184;"";"2023-04-27 17:23:22";"amet justo morbi";"58863";"2022-08-12";"Fully Encrypted";0;"";"";"Public";"";1
1;72;34;"integer a";"616706481-4";"2018-08-02";"2023-01-26";4153.0;1;"retired";18;30;"";"2023-04-27 17:23:22";"venenatis non";"99934";"2022-05-13";"Not Encrypted";0;"";"";"Public";"";1
1;73;5;"et";"685284522-2";"2019-06-28";"2024-03-18";5224.0;1;"active";9;222;"";"2023-04-27 17:23:22";"nulla quisque";"76538";"2022-04-29";"Not Encrypted";0;"";"";"Public";"";1
1;74;19;"parturient montes";"450283909-4";"2020-10-15";"2024-01-10";761.0;1;"disposed";19;199;"";"2023-04-27 17:23:22";"libero";"29109";"2022-04-18";"Fully Encrypted";0;"";"";"Public";"";1
1;75;23;"magnis";"474395769-9";"2018-01-25";"2021-11-07";4597.0;1;"retired";12;471;"";"2023-04-27 17:23:22";"ipsum ac tellus";"82871";"2022-05-13";"Not Encrypted";0;"";"";"Public";"";1
1;76;32;"nunc";"021216712-X";"2021-02-21";"2025-01-05";448.0;1;"active";5;223;"";"2023-04-27 17:23:22";"in eleifend quam";"73240";"2022-11-15";"Not Encrypted";0;"";"";"Public";"";1
1;77;1;"nunc";"899723632-6";"2020-03-24";"2023-11-04";9707.0;1;"active";8;172;"";"2023-04-27 17:23:22";"hac";"94349";"2022-07-18";"Fully Encrypted";0;"";"";"Public";"";1
1;78;1;"faucibus";"540567606-3";"2017-01-10";"2021-03-15";6967.0;1;"disposed";18;244;"";"2023-04-27 17:23:22";"posuere cubilia";"67914";"2022-09-07";"Not Encrypted";0;"";"";"Public";"";1
1;79;14;"amet nunc";"444828031-4";"2021-08-13";"2020-01-23";3600.0;1;"active";5;409;"";"2023-04-27 17:23:22";"cum sociis natoque";"5415";"2022-09-01";"Fully Encrypted";0;"";"";"Public";"";1
1;80;31;"hac habitasse";"781160050-1";"2017-07-13";"2021-08-10";7633.0;1;"active";4;13;"";"2023-04-27 17:23:22";"nibh in hac";"19359";"2022-07-21";"Fully Encrypted";0;"";"";"Public";"";1
1;81;20;"ut";"298542296-5";"2021-03-07";"2024-04-28";3563.0;1;"retired";9;472;"";"2023-04-27 17:23:22";"vitae";"74727";"2022-11-05";"Fully Encrypted";0;"";"";"Public";"";1
1;82;23;"in";"264624958-6";"2017-12-01";"2019-05-11";2406.0;1;"retired";4;35;"";"2023-04-27 17:23:22";"lectus";"28193";"2022-06-23";"Fully Encrypted";0;"";"";"Public";"";1
1;83;2;"mauris vulputate";"125227793-8";"2018-09-29";"2022-02-25";9967.0;1;"active";18;408;"";"2023-04-27 17:23:22";"curae";"87862";"2022-04-14";"Fully Encrypted";0;"";"";"Public";"";1
1;84;23;"sed";"825881603-9";"2016-11-23";"2024-12-21";1988.0;1;"retired";12;165;"";"2023-04-27 17:23:22";"tristique";"66967";"2022-08-06";"Fully Encrypted";0;"";"";"Public";"";1
1;85;10;"imperdiet";"485821530-X";"2022-07-29";"2020-09-27";5651.0;1;"disposed";7;164;"";"2023-04-27 17:23:22";"mus vivamus vestibulum";"9749";"2022-11-20";"Fully Encrypted";0;"";"";"Public";"";1
1;86;27;"lobortis";"571866070-0";"2022-03-26";"2024-09-24";2418.0;1;"retired";10;491;"";"2023-04-27 17:23:22";"nec euismod";"12635";"2023-01-23";"Not Encrypted";0;"";"";"Public";"";1
1;87;22;"in libero";"462784283-X";"2022-01-28";"2024-02-20";4568.0;1;"disposed";11;159;"";"2023-04-27 17:23:22";"in hac";"67760";"2022-10-11";"Not Encrypted";0;"";"";"Public";"";1
1;88;1;"sem";"921030060-2";"2018-09-03";"2020-06-15";5602.0;1;"retired";13;386;"";"2023-04-27 17:23:22";"vestibulum aliquet ultrices";"76125";"2023-01-12";"Fully Encrypted";0;"";"";"Public";"";1
1;89;5;"morbi";"856175977-1";"2018-09-16";"2022-08-30";2958.0;1;"retired";14;306;"";"2023-04-27 17:23:22";"amet diam in";"25967";"2022-06-09";"Fully Encrypted";0;"";"";"Public";"";1
1;90;37;"augue a";"308198661-3";"2019-01-25";"2019-04-17";6941.0;1;"disposed";8;54;"";"2023-04-27 17:23:22";"accumsan";"75976";"2022-04-22";"Not Encrypted";0;"";"";"Public";"";1
1;91;22;"nec condimentum";"032373915-6";"2019-02-07";"2022-12-26";5378.0;1;"active";12;453;"";"2023-04-27 17:23:22";"bibendum imperdiet";"46419";"2022-05-10";"Not Encrypted";0;"";"";"Public";"";1
1;92;4;"consectetuer";"215586479-5";"2022-01-14";"2021-11-30";3594.0;1;"retired";20;411;"";"2023-04-27 17:23:22";"vitae ipsum";"79791";"2022-08-27";"Fully Encrypted";0;"";"";"Public";"";1
1;93;26;"luctus et";"277117371-9";"2018-01-10";"2022-03-30";7916.0;1;"retired";12;282;"";"2023-04-27 17:23:22";"sem praesent";"46347";"2022-09-28";"Not Encrypted";0;"";"";"Public";"";1
1;94;30;"justo";"761274344-2";"2020-11-14";"2021-05-31";8254.0;1;"disposed";9;414;"";"2023-04-27 17:23:22";"quis turpis";"30153";"2022-10-24";"Not Encrypted";0;"";"";"Public";"";1
1;95;14;"eget eleifend";"232573012-3";"2020-10-06";"2020-04-30";4381.0;1;"disposed";7;32;"";"2023-04-27 17:23:22";"vitae nisl aenean";"81838";"2022-08-26";"Fully Encrypted";0;"";"";"Public";"";1
1;96;33;"rhoncus mauris";"142564624-7";"2022-02-03";"2021-03-06";8668.0;1;"retired";13;271;"";"2023-04-27 17:23:22";"erat fermentum justo";"73261";"2022-06-05";"Fully Encrypted";0;"";"";"Public";"";1
1;97;9;"at diam";"611088055-8";"2017-08-07";"2021-03-30";9897.0;1;"retired";20;501;"";"2023-04-27 17:23:22";"morbi ut";"79708";"2022-11-19";"Fully Encrypted";0;"";"";"Public";"";1
1;98;14;"sapien";"998850480-2";"2018-09-08";"2019-10-22";565.0;1;"retired";20;163;"";"2023-04-27 17:23:22";"semper sapien a";"39313";"2023-02-05";"Fully Encrypted";0;"";"";"Public";"";1
1;99;5;"ut nunc";"045491256-0";"2018-03-20";"2019-02-07";9351.0;1;"active";11;369;"";"2023-04-27 17:23:22";"porta";"21708";"2022-12-13";"Fully Encrypted";0;"";"";"Public";"";1
1;100;1;"vulputate";"776006305-9";"2018-12-12";"2021-10-29";8846.0;1;"active";20;393;"";"2023-04-27 17:23:22";"ac est";"60549";"2022-09-08";"Not Encrypted";0;"";"";"Public";"";1
1;101;11;"integer";"537234592-6";"2021-11-04";"2019-07-01";152.0;1;"disposed";5;139;"";"2023-04-27 17:23:22";"nam nulla";"15660";"2022-11-24";"Fully Encrypted";0;"";"";"Public";"";1
1;102;11;"iaculis diam";"193127245-X";"2020-07-22";"2019-05-17";5901.0;1;"active";10;1;"";"2023-04-27 17:23:22";"nulla elit ac";"91700";"2022-09-24";"Fully Encrypted";0;"";"";"Public";"";1
1;103;27;"at";"873876429-6";"2020-06-04";"2024-06-05";181.0;1;"active";4;58;"";"2023-04-27 17:23:22";"ullamcorper purus sit";"7773";"2022-10-30";"Not Encrypted";0;"";"";"Public";"";1
1;104;16;"suscipit nulla";"318988604-0";"2020-07-17";"2023-04-02";5056.0;1;"retired";6;122;"";"2023-04-27 17:23:22";"volutpat convallis morbi";"29392";"2022-11-20";"Fully Encrypted";0;"";"";"Public";"";1
1;105;31;"habitasse platea";"905741025-7";"2022-09-29";"2024-12-23";2749.0;1;"retired";8;153;"";"2023-04-27 17:23:22";"neque vestibulum";"22377";"2023-03-16";"Not Encrypted";0;"";"";"Public";"";1
1;106;9;"ut";"580321654-2";"2016-12-22";"2021-06-04";8012.0;1;"disposed";5;178;"";"2023-04-27 17:23:22";"in congue";"27275";"2022-12-14";"Fully Encrypted";0;"";"";"Public";"";1
1;107;29;"pellentesque eget";"775540558-3";"2021-09-29";"2025-04-09";9908.0;1;"active";5;18;"";"2023-04-27 17:23:22";"felis";"64975";"2023-03-11";"Not Encrypted";0;"";"";"Public";"";1
1;108;3;"ornare";"065045872-9";"2019-07-18";"2023-01-09";9055.0;1;"retired";20;163;"";"2023-04-27 17:23:22";"elit proin";"425";"2022-12-13";"Not Encrypted";0;"";"";"Public";"";1
1;109;25;"tincidunt eget";"734956801-0";"2017-05-28";"2021-09-19";7936.0;1;"retired";11;426;"";"2023-04-27 17:23:22";"sed justo pellentesque";"23243";"2023-01-01";"Not Encrypted";0;"";"";"Public";"";1
1;110;16;"nisi";"808995746-3";"2020-09-07";"2020-03-03";7378.0;1;"active";6;175;"";"2023-04-27 17:23:22";"justo pellentesque";"34703";"2023-02-05";"Fully Encrypted";0;"";"";"Public";"";1
1;111;18;"rhoncus aliquam";"804562474-4";"2021-05-20";"2018-12-24";9604.0;1;"active";5;324;"";"2023-04-27 17:23:22";"nisl";"11226";"2022-05-24";"Fully Encrypted";0;"";"";"Public";"";1
1;112;4;"sapien cursus";"556627783-7";"2019-06-07";"2023-04-11";421.0;1;"disposed";12;67;"";"2023-04-27 17:23:22";"viverra diam";"41952";"2023-02-04";"Not Encrypted";0;"";"";"Public";"";1
1;113;37;"eget semper";"337756020-3";"2016-10-28";"2021-05-22";1907.0;1;"retired";9;2;"";"2023-04-27 17:23:22";"velit";"58951";"2022-09-07";"Fully Encrypted";0;"";"";"Public";"";1
1;114;35;"nisl nunc";"352801382-6";"2023-02-11";"2019-12-31";4974.0;1;"disposed";14;12;"";"2023-04-27 17:23:22";"suspendisse accumsan";"38088";"2023-02-06";"Fully Encrypted";0;"";"";"Public";"";1
1;115;26;"velit";"724926787-6";"2021-04-07";"2023-10-10";5709.0;1;"retired";19;144;"";"2023-04-27 17:23:22";"ante ipsum primis";"82361";"2022-06-28";"Fully Encrypted";0;"";"";"Public";"";1
1;116;6;"eget";"369860871-5";"2019-07-04";"2023-12-25";6897.0;1;"active";5;74;"";"2023-04-27 17:23:22";"augue";"9763";"2023-02-05";"Fully Encrypted";0;"";"";"Public";"";1
1;117;5;"suscipit nulla";"894629554-6";"2019-09-03";"2020-02-15";8651.0;1;"active";12;80;"";"2023-04-27 17:23:22";"vestibulum sit";"65955";"2022-09-26";"Fully Encrypted";0;"";"";"Public";"";1
1;118;17;"et ultrices";"595048314-6";"2019-06-17";"2022-10-23";2713.0;1;"retired";7;145;"";"2023-04-27 17:23:22";"dapibus";"3765";"2022-10-06";"Fully Encrypted";0;"";"";"Public";"";1
1;119;34;"at";"679376310-5";"2021-02-23";"2024-02-20";7670.0;1;"retired";19;180;"";"2023-04-27 17:23:22";"faucibus accumsan odio";"34597";"2022-05-25";"Not Encrypted";0;"";"";"Public";"";1
1;120;37;"vel";"344796354-9";"2018-08-31";"2021-04-19";4452.0;1;"retired";20;259;"";"2023-04-27 17:23:22";"porttitor id consequat";"39528";"2022-08-16";"Not Encrypted";0;"";"";"Public";"";1
1;121;29;"et commodo";"545764203-8";"2017-04-13";"2019-11-12";8379.0;1;"active";21;41;"";"2023-04-27 17:23:22";"at ipsum ac";"37138";"2022-05-24";"Fully Encrypted";0;"";"";"Public";"";1
1;122;27;"sapien";"034861004-1";"2019-08-08";"2019-01-19";1266.0;1;"disposed";8;405;"";"2023-04-27 17:23:22";"massa id nisl";"7697";"2022-06-11";"Fully Encrypted";0;"";"";"Public";"";1
1;123;10;"luctus";"532572994-2";"2020-09-19";"2020-09-19";581.0;1;"active";4;301;"";"2023-04-27 17:23:22";"at lorem integer";"15581";"2022-04-13";"Fully Encrypted";0;"";"";"Public";"";1
